"","X","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.GoodForMeal","attributes.BusinessParking","attributes.Caters","attributes.NoiseLevel","attributes.RestaurantsTakeOut","attributes.RestaurantsPriceRange2","attributes.OutdoorSeating","attributes.BikeParking","attributes.Ambience","attributes.HasTV","attributes.WiFi","attributes.Alcohol","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsDelivery","attributes.BusinessAcceptsCreditCards","Chinese","French","Mexican","Italian","Indian","Japanese","American"
"74",1454,"tEfvf1cznLZUIeTcKKpAIw","KooKoo Chicken","River Run Shopping Centre, 1525 Bristol Road W, Unit 10","Mississauga","ON","L5M 4Z1",43.586622408,-79.6990653767,3.5,143,0,"Chinese, Restaurants, Taiwanese","True","False",NA,1,"False","u'average'","True","2","False","True",1,"False","u'no'","u'none'","u'casual'","True","False",NA,1,0,0,0,0,0,0
"75",1473,"KOA3EA_eFxiRz5P2lAmM_Q","Chick-fil-A","5035 E Ray Rd","Phoenix","AZ","85044",33.31926689,-111.9746716,4,101,1,"Event Planning & Services, Fast Food, Caterers, American (New), Restaurants","True","False",3,1,"True","u'average'","True","1","True","True",1,"False","'free'","u'none'","u'casual'","True","True","True",0,0,0,0,0,0,1
"76",1493,"hqtZ2NmUlrNtHp7xW2BWoA","Waffles Cafe","6885 Aliante Pkwy, Ste 103","North Las Vegas","NV","89084",36.285657,-115.178948,4,333,1,"Breakfast & Brunch, Bubble Tea, Restaurants, Cafes, Food, Juice Bars & Smoothies","True","False",3,1,"True","'average'","True","1","True","True",1,"True","u'free'","u'none'","u'casual'","True","True","True",0,0,0,0,0,0,0
"77",1499,"eHhBGqQbDpCcSpz7SZPTbA","NYPD Pizza","8280 W Union Hills Dr","Glendale","AZ","85308",33.6531023,-112.2357715,4,110,0,"Salad, Chicken Wings, Restaurants, Italian, Pizza","True","False",NA,1,"True","u'average'","True","2","True","True",1,"True","u'free'","u'beer_and_wine'","u'casual'","True","True","True",0,0,0,1,0,0,0
"78",1535,"yb7ZtgMWSZboG_sSUx9g2A","Fuego Taco Shop","2948 E Bell Rd, Ste 102","Phoenix","AZ","85032",33.641031,-112.018653,4.5,143,1,"Food, Mexican, Restaurants","True","False",2,1,"True","'average'","True","1","False","True",1,"True","'no'","u'none'","'casual'","True","False","True",0,0,1,0,0,0,0
"79",1537,"9_CGhHMz8698M9-PkVf0CQ","Little Coxwell Vietnamese & Thai Cuisine","986 Coxwell Avenue","Toronto","ON","M4C 3G5",43.6961749185,-79.3290924315,4,115,1,"Restaurants, Vietnamese, Thai","True","False",NA,1,"True","u'average'","True","2","False","True",1,"False","u'no'","u'beer_and_wine'","u'casual'","True","True",NA,0,0,0,0,0,0,0
"80",1561,"ohz8ljVxcZMo2bMGrBZfgw","Origin India Las Vegas","4480 Paradise Rd, Ste 1200","Las Vegas","NV","89169",36.108898,-115.151261,3.5,402,0,"Vegetarian, Nightlife, Indian, Salad, Pakistani, Kosher, Restaurants, Bars","True","True",NA,1,"True","u'average'","True","2","False","True",1,"False","u'free'","'full_bar'","'casual'","True","True","True",0,0,0,0,1,0,0
"81",1565,"CDpoJiqgM04wqQTZ6QkTqQ","Squid Ink","7318 E Shea Blvd, Ste 101","Scottsdale","AZ","85260",33.5822287,-111.9232574,4,121,0,"Nightlife, Bars, Restaurants, Japanese, Sushi Bars, American (New)","True","True",1,1,"False","u'average'","True","2","True","True",2,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,1,1
"82",1566,"vAbRNF0hJt91oCUpm_sdKw","Buzios Seafood Restaurant","3700 W Flamingo Rd","Las Vegas","NV","89103",36.117433,-115.187379,3.5,102,0,"Restaurants, Seafood","False","True",NA,2,NA,"u'average'","False","3","False","False",NA,"False","u'no'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,0
"83",1633,"BIbjBxoiJLS8CnNsSP64TQ","360 Gourmet Burrito","5757 Wayne Newton Blvd","Las Vegas","NV","89119",36.0828536999,-115.1512026606,2,168,1,"Restaurants, Mexican","True","False",1,1,"False","u'loud'","True","2","False","False",0,"False","u'no'","u'none'","u'casual'","False","False","True",0,0,1,0,0,0,0
"84",1638,"mpG1R1ktTI3x1twNBsGvXQ","Blue Ginger Asian Bistro","1061 W Pleasant Valley Rd","Parma","OH","44134",41.3598122952,-81.6856487672,4,128,1,"Sushi Bars, Japanese, Asian Fusion, Restaurants, Chinese","True","True",2,1,"False","'average'","True","2","False","True",1,"True","u'free'","u'full_bar'","'casual'","True","False","True",1,0,0,0,0,1,0
"85",1645,"SycRVheLdFcK-2jt8j5d4Q","National on 17th","550 17 Avenue SW","Calgary","AB","T2S 0B1",51.0379995369,-114.074018537,3.5,105,1,"Pubs, Restaurants, Canadian (New), Bars, Nightlife","False","False",NA,1,"False","u'loud'","False","2","True","True",1,"True","'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,0
"86",1665,"iE71iwcSljg3xm2GB2Y9aA","Marigold Maison- Paradise Valley","4720 E Cactus Rd, Ste D118","Phoenix","AZ","85032",33.5986308836,-111.978371822,4,497,1,"Indian, Restaurants","True","True",2,NA,"True","'average'","True","2","True","True",1,"True","'free'","u'full_bar'","'casual'","True","True","True",0,0,0,0,1,0,0
"87",1739,"F-bdXFkJwwENiNpMTG2ntQ","The 3 Brewers","275 Yonge St","Toronto","ON","M5B 1N8",43.6555236,-79.3802224,3,256,1,"Breweries, Bars, Pubs, Food, Restaurants, Gastropubs, Burgers, Nightlife","False","True",NA,1,"False","u'loud'","True","2","False","True",1,"True","'free'","u'full_bar'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"88",1745,"GMrwDXRlAZU2zj5nH6l4vQ","Pho Thanh Huong","1131 E Tropicana Ave, Ste D","Las Vegas","NV","89119",36.1001831,-115.138668,4,481,1,"Vietnamese, American (New), Restaurants, Sandwiches","True","True",2,1,"True","u'average'","True","1","False","False",1,"True","u'free'","'none'","'casual'","True","False","True",0,0,0,0,0,0,1
"89",1781,"c78Pat78fVUBFPXYeVvbaQ","Odd Seoul","90 Ossington Avenue","Toronto","ON","M6J 2Y7",43.64619,-79.419686,4,267,1,"Bars, Dive Bars, Korean, Restaurants, Asian Fusion, Nightlife","False","False",1,1,"False","u'loud'","False","2","False","True",2,"False","u'no'","u'full_bar'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"90",1815,"QvyG5fZ0mxo5yeLY8jabCA","Dos Gringos","1361 N Alma School Rd","Chandler","AZ","85224",33.326614,-111.8582093,3,139,1,"Bars, Nightlife, Restaurants, Mexican","False","True",1,1,"True","u'average'","True","2","True","True",0,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,1,0,0,0,0
"91",1822,"8KiTq2GxJm8mpr8kayAp-A","Pho Tai Bac","9555 Yonge Street","Richmond Hill","ON","L4C 9M5",43.8598981278,-79.4338684157,4,136,1,"Vietnamese, Soup, Restaurants","True","True",3,1,"True","'average'","True","1","False","True",1,"True","u'free'","'none'","'casual'","True","False",NA,0,0,0,0,0,0,0
"92",1831,"CTJnbFKMq7Nv7xnLmjgOyg","Scapegoat Beer and Wine","7150 E 5th Ave, Ste 100","Scottsdale","AZ","85251",33.4984622562,-111.9265964565,4.5,151,1,"American (New), Nightlife, Bars, Restaurants, Wine Bars, Beer Bar","False","False",0,1,"False","u'loud'","True","2","True","True",2,"True","u'free'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,1
"93",1845,"-WVF5DKZeEWlMK8Cucto-A","Savoy","2623 Penn Ave","Pittsburgh","PA","15222",40.4554975,-79.9780389,3.5,138,1,"Restaurants, American (Traditional), Bars, Nightlife, Seafood, Wine Bars, American (New)","False","True",NA,3,"True","u'average'","True","3","True","True",1,"True","u'free'","u'full_bar'","u'dressy'","True","False","True",0,0,0,0,0,0,1
"94",1847,"qVO3l9Q0-KVQE7W9JL9ePw","Greenland Supermarket","6850 Spring Mountain Rd","Las Vegas","NV","89146",36.127061,-115.241457,4,334,1,"Ethical Grocery, Grocery, Shopping, Food Stands, Food, Korean, Restaurants","True","False",2,1,"False","u'average'","True","2","False","True",1,"False","u'no'","'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,0,0
"95",1851,"VbqtbvvtNOe-YKA61-fSNA","Armadillo Grill","1904 E Camelback Rd","Phoenix","AZ","85016",33.509564,-112.0408787,4,308,1,"Restaurants, Bars, Nightlife, Sports Bars, American (Traditional)","False","True",3,1,"False","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"96",1875,"sKrt4CMGyG8YAjxVkk4hPQ","Fusaro's Kitchen","147 Spadina Avenue","Toronto","ON","M5V 2L7",43.6481372,-79.3956847,4,120,1,"Italian, Pizza, Restaurants","True","False",1,1,"True","u'average'","True","2","True","True",1,"False","u'no'","u'beer_and_wine'","u'casual'","True","False",NA,0,0,0,1,0,0,0
"97",1895,"Bs_AR85Lm4eiHXAfeaKnVA","Bertolucci Brazilian Steakhouse","2895 N Green Valley Pkwy, Ste A","Henderson","NV","89014",36.074289,-115.082863,2.5,258,0,"Steakhouses, Salad, Brazilian, Restaurants","True","True",1,1,"False","u'average'","False","3","False","True",1,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,0
"98",1937,"Q8GBjqGjamI3b2ZaPQNa_Q","Pita Kitchen - Arrowhead","20221 N 67th Ave, Ste E-7","Glendale","AZ","85308",33.6702064,-112.2004519,4.5,167,1,"Mediterranean, Greek, Restaurants, Vegetarian","True","False",2,1,"True","'average'","True","1","True","False",1,"False","u'free'","u'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"99",1970,"iX2c4IzH_L5F6FM5GD3SUQ","Tasty Crepes","4845 S Fort Apache Rd","Las Vegas","NV","89147",36.101689985,-115.2981502597,4.5,260,1,"Restaurants, Desserts, Food, Juice Bars & Smoothies, Creperies, Ice Cream & Frozen Yogurt","True","False",3,1,"True","u'quiet'","True","1","False","True",1,"True","'free'","u'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"100",1973,"SYKIUCvN9JdSkVampgccfA","Amado's Mexican Food","6022 South McClintock Dr","Tempe","AZ","85283",33.3658739,-111.9117794,4,112,1,"Mexican, Restaurants","True","False",3,1,"False","u'quiet'","True","1","True","True",1,"True","u'no'","u'none'","'casual'","True","False","True",0,0,1,0,0,0,0
"101",1976,"ujHiaprwCQ5ewziu0Vi9rw","The Buffet at Bellagio","3600 S Las Vegas Blvd","Las Vegas","NV","89109",36.11322,-115.17689,3.5,4227,1,"American (New), Buffets, Restaurants","True","False",3,1,"False","u'average'","False","3","False","False",1,"False","'free'","'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"102",2003,"L9pTWWAATj7HoLaRe6ZA1Q","Philly's Famous","1250 N Alma School Rd, Ste 31","Chandler","AZ","85224",33.3227508,-111.8597026,4.5,444,1,"Cheesesteaks, Sandwiches, Restaurants, American (Traditional), Delis","True","False",2,1,"False","u'average'","True","1","False","True",1,"True","u'no'","u'none'","u'casual'","True","True","True",0,0,0,0,0,0,1
"103",2007,"DncR06kFZ_u2O4NlbPPE4w","Tottie's Asian Kitchen","6245 E Bell Rd","Scottsdale","AZ","85254",33.639741,-111.9443776,3.5,107,1,"Laotian, Vietnamese, Chinese, Restaurants, Thai","True","False",2,1,"False","u'average'","True","2","False","True",1,"True","u'no'","'none'","'casual'","False","False","True",1,0,0,0,0,0,0
"104",2023,"XUA7xA7myMaCuN6G3xYdIA","Number One Pho","3120 Superior Ave E","Cleveland","OH","44114",41.5108298,-81.6691226,3.5,187,1,"Tex-Mex, Vietnamese, Restaurants","True","True",1,1,"False","u'average'","True","2","False","True",1,"True","u'free'","u'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"105",2037,"XYIPXJ9parr9FtvvcGI1SA","GB Hand-pulled Noodles","66 Edward Street","Toronto","ON","M5G 1C9",43.6567548,-79.3837248,4,421,1,"Chinese, Restaurants, Noodles","True","False",2,1,"False","u'average'","True","2","False","True",1,"False","'no'","u'none'","u'casual'","False","False",NA,1,0,0,0,0,0,0
"106",2062,"DVfCbJhJUDWRlUfrKzaKOA","Sam Woo BBQ Restaurant","4215 Spring Mountain Rd, Ste B101","Las Vegas","NV","89102",36.1253808,-115.1959803,2,550,1,"Restaurants, Noodles, Barbeque, Chinese","True","False",2,1,"False","u'average'","True","2","False","False",1,"False","u'no'","u'none'","'casual'","True","False","False",1,0,0,0,0,0,0
"107",2071,"pTbkdBDDKxNVjKUZ_6RAug","Xawaash","130 Queens Plate Drive, Unit 1","Toronto","ON","M9W",43.7153145,-79.5928985,4,105,1,"Event Planning & Services, Caterers, Specialty Food, Restaurants, Halal, Internet Cafes, Mediterranean, Middle Eastern, African, Food","True","True",2,1,"True","u'average'","True","2","False","True",1,"True","u'free'","u'none'","'casual'","True","False",NA,0,0,0,0,0,0,0
"108",2072,"tjAeaGdxf7I4xN9M7wGJNQ","Pure Pizza","224 E 7th St","Charlotte","NC","28202",35.2275824427,-80.8379116706,4,259,1,"Vegetarian, Gluten-Free, Food, Restaurants, Pizza, Farmers Market","True","False",2,3,"True","u'average'","True","2","True","True",1,"True","u'free'","u'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,0,0
"109",2085,"6sATfFam9_q9uod0I2aCsg","Wu Tai Vegetarian Restaurant","8425 Woodbine Avenue","Markham","ON","L3R 2P4",43.847997,-79.356809,3.5,130,1,"Chinese, Restaurants, Vegetarian","True","True",2,1,"True","u'average'","True","2","False","False",1,"True","'no'","'none'","u'casual'","True","True",NA,1,0,0,0,0,0,0
"110",2089,"qaPSbg690KaX5av6xsSV4Q","Songbird Coffee & Tea House","214 E Roosevelt St","Phoenix","AZ","85004",33.458999,-112.070481,4.5,136,0,"Coffee & Tea, Cafes, Food, Tea Rooms, Restaurants, Breakfast & Brunch","False","False",1,2,"False","u'quiet'","True","1","True","True",1,"False","u'free'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,0
"111",2127,"z8H4Mdzl4jS9pYswj6Jf9w","Buca Yorkville","53 Scollard Street","Toronto","ON","M5R 0A1",43.6721423,-79.3893921,3.5,158,1,"Seafood, Breakfast & Brunch, Italian, Restaurants","False","True",1,1,"False","u'loud'","False","3","False","False",2,"False","'no'","'full_bar'","'dressy'","True","False",NA,0,0,0,1,0,0,0
"112",2129,"a9aW5e731lplWGHUZ02-zQ","Chino Locos Original","4 Greenwood Avenue","Toronto","ON","M4L 2P4",43.6644821,-79.3255005,4,171,1,"Asian Fusion, Vegetarian, Vegan, Mexican, Restaurants","True","False",2,2,"True","u'average'","True","1","False","True",1,"True","u'no'","u'none'","u'casual'","False","False",NA,0,0,1,0,0,0,0
"113",2177,"rTZVcJZ8G80i6NjLw0SW8Q","Silverton Casino","3333 Blue Diamond Rd","Las Vegas","NV","89139",36.0417267,-115.1839224,3.5,544,1,"Hotels & Travel, Event Planning & Services, Arts & Entertainment, Restaurants, Hotels, Casinos","True",NA,0,0,NA,NA,NA,"2",NA,NA,NA,NA,"u'free'",NA,"u'casual'",NA,NA,"True",0,0,0,0,0,0,0
"114",2188,"XDYCIRENiT2doRZgwNJ3SA","Pepe's Tacos","4190 S Rainbow Blvd, Ste 1","Las Vegas","NV","89103",36.1125455098,-115.2426152422,2.5,218,1,"Food, Restaurants, Mexican","True","False",2,1,"False","u'average'","True","1","False","True",1,"True","u'no'","u'none'","u'casual'","True","False","True",0,0,1,0,0,0,0
"115",2193,"Er2XAYN8l1BadlYFwiPb9g","AZ Kabob House","7000 E Mayo Blvd, Ste 1060","Phoenix","AZ","85054",33.6579412692,-111.9319458917,4.5,311,1,"Middle Eastern, Restaurants, Mediterranean, Persian/Iranian","True","False",3,0,"True","'average'","True","2","True","True",2,"True","'free'","'none'","'casual'","True","True","True",0,0,0,0,0,0,0
"116",2196,"q_xY-2SYi-RJ38zJy36GUA","Bush's Chicken","2505 S Val Vista","Gilbert","AZ","85295",33.306194603,-111.7554070428,3,109,0,"Fast Food, Restaurants, Chicken Shop","True","False",2,1,"True","u'average'","True","1","True","True",1,"True","u'free'","u'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"117",2207,"M0yfSpeDaYTPEnLjw_0g_g","Baker Wee","4263 W Thunderbird Rd","Phoenix","AZ","85053",33.6099016098,-112.1506690979,4,159,1,"Caterers, Desserts, Bakeries, Event Planning & Services, Custom Cakes, Sandwiches, Coffee & Tea, Party & Event Planning, Restaurants, Food","True","False",NA,1,"True","u'average'","True","2","True","True",1,"False","u'no'","u'none'","u'casual'","True","True","True",0,0,0,0,0,0,0
"118",2221,"ksZfCKQHYdCu0e8KbMuBDg","Olives Mediterranean Grill","4575 E Cactus Rd, Ste 140","Phoenix","AZ","85032",33.5993478,-111.9835952,4,130,1,"Restaurants, Vegetarian, Mediterranean, Middle Eastern","True","False",2,0,"True","'average'","True","1","False","True",1,"False","'no'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"119",2235,"Ouh38adC9WbCRSSyYGtL3Q","Margaritas Grill","10 W Main St","Mesa","AZ","85201",33.4155186,-111.831961,3,136,1,"Seafood, Restaurants, Mexican","True","True",2,0,"True","u'average'","True","2","True","True",1,"True","'free'","u'full_bar'","u'casual'","True","False","True",0,0,1,0,0,0,0
"120",2250,"yIxP32hWfZm5gyYUUh2WBA","Bonterra Restaurant & Wine Room","1829 Cleveland Ave","Charlotte","NC","28203",35.2100942,-80.8571985,3.5,139,1,"American (New), Wine Bars, Restaurants, Bars, Seafood, Nightlife","False","True",1,3,"False","u'average'","False","3","True","False",1,"True","u'free'","u'full_bar'","u'dressy'","True","False","True",0,0,0,0,0,0,1
"121",2266,"WKOUTdVJS58E178JjhwidQ","Pastel Creperies & Dessert House","5417 Yonge Street","North York","ON","M2N 5R6",43.7762933,-79.4142988,4,316,1,"Food, Restaurants, Coffee & Tea, Creperies, Desserts, Breakfast & Brunch","True","False",1,2,"False","u'average'","True","2","True","True",1,"False","u'free'","u'none'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"122",2279,"ZCXjNG1EBFiKKMtR9DOTGg","Thai House - University","230 E Wt Harris Blvd, Ste B9","Charlotte","NC","28262",35.3037392,-80.7493303,4,314,1,"Seafood, Bars, Nightlife, Restaurants, Thai","True","True",2,1,"False","u'average'","True","2","True","True",1,"True","u'no'","'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,0,0
"123",2343,"Uuxwgc8kA88Cvt8LthoRdQ","Mi Peru South American Grill","1450 W Horizon Ridge Pkwy","Henderson","NV","89012",36.0230899638,-115.0489987523,4,235,1,"Restaurants, American (Traditional), Spanish, Latin American, Peruvian","True",NA,1,NA,"True","'average'","True","2","True","True",1,"True","u'no'",NA,"u'casual'","True",NA,NA,0,0,0,0,0,0,1
"124",2348,"5yZ1XmDcOEsElDeb9PlPDQ","Yagyu Ramen","4355 W Spring Mountain Rd, Ste 107","Las Vegas","NV","89102",36.1259293,-115.1976305,4,150,0,"Restaurants, Japanese, Ramen","True","True",2,1,"True","'quiet'","True","1","False","True",1,"True","u'free'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,1,0
"125",2378,"_j2EtQtgLuXGRBfbM5YwZA","Noodle Asia","3355 Las Vegas Blvd S","Las Vegas","NV","89109",36.122689,-115.170163,3.5,1090,1,"Restaurants, Asian Fusion, Chinese, Dim Sum, Noodles","True","False",3,1,"False","u'average'","True","2","False","False",1,"False","'free'","u'beer_and_wine'","'casual'","True","False","True",1,0,0,0,0,0,0
"126",2386,"NgQmlTGtYUQHJbzUBBHvfA","On the Bun Burgers","5030 Maingate Drive, Suite 11","Mississauga","ON","L4W 1N5",43.6301814,-79.6278676,4,111,1,"Burgers, Restaurants, Halal","True","True",2,1,"True","'average'","True","1","False","False",1,"True","u'free'","u'none'","u'casual'","True","True",NA,0,0,0,0,0,0,0
"127",2411,"KEGLWeFAWXvo0W2LnujhtQ","Lang Van Vietnamese","3019 Shamrock Dr","Charlotte","NC","28215",35.23669,-80.7745024,4.5,345,1,"Vietnamese, Restaurants","True","True",2,1,"False","u'average'","True","2","False","True",1,"False","u'no'","u'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"128",2426,"2YlUn3s132hNq5ueGeIiJg","Bonfyre American Grille","2601 W Beltline Hwy","Madison","WI","53713",43.034735369,-89.4225611388,3.5,238,1,"Bars, Cocktail Bars, Nightlife, American (New), American (Traditional), Restaurants, Beer Bar","False","True",1,2,"True","u'average'","True","2","True","False",1,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"129",2429,"PjQngP_7m7PA8K1WUHdXqg","RETRO Dog","350 E Steels Corners Rd","Cuyahoga Falls","OH","44224",41.1807153518,-81.4947722541,3.5,158,1,"Food, American (New), Burgers, Ice Cream & Frozen Yogurt, Hot Dogs, Restaurants","True","False",3,1,"True","u'average'","True","1","True","True",1,"True","u'free'","u'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,0,1
"130",2455,"D-RQsQjEVI_w-KC7iDJd5Q","Cuisine Malaya","1411 Elizabeth Ave","Charlotte","NC","28204",35.2154777,-80.8285213,4,158,0,"Asian Fusion, Restaurants, Vegetarian, Malaysian, Sushi Bars","True","True",NA,1,"True","u'average'","True","2","False","True",1,"True","'free'","u'full_bar'","'casual'","True","True","True",0,0,0,0,0,0,0
"131",2460,"5ma1OUQWy_Ds80xUiP7JPQ","Fuku Burger Chinatown","3429 S Jones Blvd","Las Vegas","NV","89146",36.126649,-115.225307,4,490,1,"Burgers, Fast Food, Restaurants","True","False",3,0,"True","'average'","True","2","False","False",3,"True","u'free'","u'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"132",2475,"3HmrkEZQWaemS2aPoe-xJA","Twisted Rose Winery and Eatery","15040 N Northsight Blvd, Ste 104","Scottsdale","AZ","85260",33.6222438,-111.8974713,4,117,0,"Sandwiches, Wineries, Food, Beer, Wine & Spirits, Arts & Entertainment, American (New), Restaurants","False","True",NA,1,"True","u'average'","True","2","True","False",1,"True","u'free'","u'full_bar'","u'casual'","True","True","True",0,0,0,0,0,0,1
